0	1	2	3
zh	neutral	該團隊建議醫生要關注可能存在的睪丸組織風險，尤其對於年輕男性患者，做好生育能力評估。第一線的醫生最好注意患者可能會得睾丸炎，而有生育 ...	新冠病毒可能伤睾丸和伤肾
zh	contradiction	答：病毒主要是从人的黏膜侵入，如口腔、鼻腔和眼部，对这些部位做好重点防护非常必要。科学试验证明，新冠病毒不会通过皮肤传播。对于粪口 ...	新冠病毒会通过皮肤侵入人体
zh	entailment	市政府及时出台应对疫情稳就业“十一条政策措施”，打牢“就业”这个民生底板	“新型冠状病毒感染的肺炎疫情防控工作”新闻发布会第五十六场
zh	entailment	纽约媒体当地时间5月1日报道称，当地立法者要求对曼哈顿的一家养老院进行调查	美国纽约市养老院被指少报死亡人数
zh	entailment	英国国家统计署5月7日发布的数据显示，黑人男性死于新冠肺炎的可能性是白人男性的4.2倍，黑人女性比白人男性和女性高4.3倍	英国国家统计署发布数据显示 少数族裔群体新冠肺炎死亡风险明显高于白人群体
zh	neutral	【财新网】（记者杨睿）新冠病毒已确定可通过气溶胶传播。2月8日举行的上海市疫情防控工作领导小组新闻发布会上，上海市民政局副局长曾群称， ...	新冠病毒可通过气溶胶传播
zh	contradiction	板蓝根和醋不能预防武汉肺炎# 武汉肺炎发生以来，囤板蓝根、熏醋的声音 ... 和平里医院呼吸科主任医师张骅称：板蓝根适用于治疗风热感冒、病毒性 ...	熏醋可以预防新冠病毒
zh	entailment	这两天，总投资203亿元的30个项目在安徽合肥集中签约、开工，涵盖大数据、人工智能、工业互联网、物联网技术等多个领域	多措并举 加速推动复工复产
zh	entailment	目前已经与中国企业签署合同以市场价购买1.8亿只口罩，其中第一批700万只已在3月31日运抵意大利，如果未来交付顺利，将能够满足全国每月9000万只口罩的需求	意大利3000万只海外口罩中2200万来自中国
zh	entailment	作者：钱 ... 通常情况下传统疫苗研发需要5~10年，但疫情当前，新冠疫苗预计能将这一时间周期缩短至12~18个月。 ... 这意味着新冠疫苗需要针对病毒较为稳定的部分进行免疫。	新冠病毒的疫苗研制要 18 个月
zh	entailment	此外，6698名警察申请病假，数量达到了警力的18.5%	纽约市新冠肺炎死亡人数达2624人 公共服务及交通受冲击
zh	contradiction	... 因此，提前注射的流感疫苗不能够预防新型冠状病毒感染，平常还是要做好防护，戴 ...	普通肺炎的疫苗能预防新冠病毒
zh	entailment	"“待在家里，保护NHS”是英国政府在封城期间广泛宣传的口号，解封前夕，政府改变了这一口号，转而告诉人们 ""保持警惕，控制病毒，拯救生命"""	​英国“谨慎”解封前夕 口号的改变带来分裂
zh	entailment	一些感染患者中却存在正常的放射学表现，仅靠CT确诊新冠病毒感染准确率为76.4%；; 疾病潜伏期中位数只有3天，最长达到了24天，不能排除“超级 ...	新冠肺炎潜伏期最长 24 天
zh	neutral	真相：一般而言，口罩都是一次性使用的。在特殊情况下（比如口罩供应不足），N95口罩可以在严格限定的条件下“延长使用期限”或“有限重复使用 ...	N95 口罩消毒可继续用
zh	neutral	患者5：男，56岁，现住江北区文教街道双东路小区， 2月4日被确诊为新型冠状病毒感染的肺炎的确诊病例。目前在定点医疗机构隔离治疗。 经流行病学 ...	15 秒未戴口罩接触病患被感染
zh	entailment	】中国的呼吸机产量约占世界的1/5，本来也无法满足全球的所有需要	在保证国内供应前提下，为国外抗疫做力所能及的贡献
zh	entailment	6月19日，联邦将评估决定是否继续保持“特别状态”	疫情趋缓 瑞士宣布解除“紧急状态”
zh	entailment	相较于以往流行病的疫苗研制，新冠疫苗的研制似乎要快很多。报道认为，这种前所未有的研发速度很大程度上要归功于中国早期在新型冠状病毒( ...	新冠病毒的疫苗研制要 18 个月
zh	entailment	当地时间26日晚，意大利总理孔特公布了5月4日后，意大利进入疫情第二阶段的各项防控措施	意大利总理宣布与病毒共存的疫情第二阶段防控措施
zh	entailment	美东时间3月11日下午，因为新冠肺炎疫情不断加剧，美国首都华盛顿特区宣布进入紧急状态	美国首都华盛顿宣布进入紧急状态
zh	neutral	面对疫情孕妈妈们怎么办---作为参与讨论的专家之一，北京佑安医院妇幼中心 ... 为母婴安全保驾护航，孕产妇不要过于焦虑，以免影响到自己和孩子的健康。 ... 庞秋梅认为，孕妇能不能推迟产检需要根据孕周、产检内容、妊娠风险评级和 ... 所以，孕妇确诊感染新型冠状病毒后，应由多学科会诊，综合包括孕周、疾病 ...	怀孕后确诊新冠肺炎，孩子不能要
zh	entailment	新京报快讯（记者许雯）4月23日，国务院联防联控机制就新冠肺炎防控的科学知识普及举行发布会。有观点认为新冠病毒可能会和流感病毒一样长期 ...	新冠病毒可能会长期存在
zh	entailment	根据GB19258《紫外线杀菌灯》国家标准，紫外线杀菌灯(ultraviolet germici. ... 放电灯，放电产生以波长为253.7nm为主的紫外辐射，其紫外辐射能杀灭细菌和病毒。 ... 在了解到湖北武汉疫情及医院消毒设备紧缺后，公司总裁柴华立即联系武汉方面，并 ...	紫外线消毒灯能杀灭新冠病毒
zh	neutral	为此，北京辟谣平台持续将疫情谣言一网打尽，逐一粉碎。 谣言四十六：用了7天的N95口罩用吹风机吹或酒精消毒可继续用真相：N95口罩的使用， ...	N95 口罩消毒可继续用
zh	contradiction	近期网络流传不实信息，称我所毕业生黄燕玲是所谓的最早感染新冠病毒的“零号病人”。经查证，我所郑重声明如下：. 黄燕玲同学于2015年在我所 ...	零号病人是武汉病毒研究所研究生
zh	neutral	栾荣生说，新冠病毒无症状感染者是指无相关临床症状，如发热、咳嗽、咽 ... 毒力较强的病原体导致的死亡比例较大，当然还同患者的身体状况或 ... 由于无症状感染者无任何明显的症状与体征，其在人群中难以被发现，其导致的传播也 ...	无症状患者也会传播新冠病毒
zh	entailment	6 天前 - 这个说法不太准确不论什么质地的衣服都会被新型冠状病毒沾染沾染的途径有以下几种当感染者打喷嚏咳嗽时喷出的飞沫会沾染到衣服上当我们做 ...	带毛领或绒线的外套容易吸附病毒
zh	contradiction	假的！ 杭州亲子圈 02-14 20:01. 声明：该文观点仅代表作者本人，搜狐号系信息发布平台，搜狐仅提供信息存储空间服务。	烟民感染新冠病毒率远低于非烟民
zh	entailment	以上研究来自论文“Relationship between the ABO Blood Group and the COVID-19 Susceptibility”	武汉金银潭医院1775名新冠患者研究：#研究显示O型血相对不易感
zh	entailment	目前追踪到密切接触者2462人，已解除医学观察2198人，尚有218人正在接受医学观察	天津市新型冠状病毒肺炎疫情情况
zh	entailment	在16日晚召开的北京第120场疫情防控发布会上，北京市商务局表示：据监测，北京目前主要的商超生活必需品供应稳定，果蔬货源充足，购物秩序良好，客流总体平稳	北京市18家大型超市承诺 主要蔬菜品种不涨价
zh	neutral	尚无定论| 每日 ... 严峻的疫情面前，恐慌情绪不断蔓延，而这种特殊的时刻，恰恰是谣言诞生的温床。 俗话说得好：「造谣张 ...	新冠病毒可能伤睾丸和伤肾
zh	contradiction	在此次疫情的应对中，中医发挥的作用有目共睹，中医治疗方法也写入了肺炎诊疗方案之中。但所谓的“蜂疗”不仅闻所未闻，两分钟就能起效摘氧气瓶的 ...	蜂疗能治愈新冠肺炎
zh	contradiction	钟南山首篇论文出炉》的文章，作者为姚日来。	烟民感染新冠病毒率远低于非烟民
zh	contradiction	网传的武汉华南海鲜批发市场“大众畜牧野味”价目表. △已关停的武汉华南海鲜批发市场. 武汉华南海鲜市场关闭当地买卖野生动物行为屡见不鲜. 在湖北武汉的华南 ... 不法分子在朋友圈发布的售卖野生动物视频. 在朋友圈截图中， ...	外网传武汉野生动物市场视频属实
zh	neutral	浙江辟谣网据广东发布：日前，世界卫生组织（WHO）在官方社交媒体回应2019冠状病毒是否会通过蚊子传播、是否会因为吸入下水道里的空气感染 ...	新冠病毒会通过下水道传播
zh	contradiction	据北京市公交集团微博消息，近日，有网友反映收到一份“关于新型冠状病毒的肺炎疫情感染期间公交线路营运安排调整的通告”，此消息不属实，该 ...	北京公交线路营运安排调整
zh	entailment	但不管今后如何处置，毫无疑问，雷神山医院都将被写入中国乃至全球的抗疫史册中	“清零”的雷神山医院，不再见，永不忘！
zh	entailment	记者今天从博鳌亚洲论坛秘书处了解到，为支持和配合国际社会的防疫措施，保障参会代表健康和安全，博鳌亚洲论坛理事会经过慎重研究，决定2020年不举办年会	博鳌亚洲论坛决定2020年不举办年会
zh	entailment	他们在湖北武汉期间，担任新冠肺炎患者的定点医院救治工作	山西医疗队首批130人今早踏上返程
zh	contradiction	近日，境外社交媒体流传一条据称是武汉野生动物交易市场的视频，这条4分41秒的视频发于1月26日，画面中蛇、蝙蝠、鼠类等各类野生动物在市场 ...	外网传武汉野生动物市场视频属实
zh	entailment	科莫表示，上升1%在误差范围内，暂时没有数据上的实际意义	纽约州抗体测试扩大，阳性人数上升1%
zh	entailment	假的！ 发布时间：2020-02-16 10:12:35. 来源：丁香医生 作者： 编辑：吴阳杰. 增值电信业务经营许可证：浙B2-20110366 ...	带毛领或绒线的外套容易吸附病毒
zh	entailment	报道中称，根据美国多名进行相关实验室研究的病毒研究人员做出的分析报告指出，目前肆虐全球的新冠病毒几乎不可能是因为来自中国或者任何地方的实验室事故导致	北美观察丨新冠病毒来自实验室？不可能！美国病毒研究专家集体发声
zh	entailment	截至5日，尚未结束核酸检测的接触者达75人	日本北九州市疫情反弹 感染路径不明者占约4成
zh	entailment	美国有线电视网18日报道，美国俄亥俄州的两所监狱和一所在押人员医疗中心发生集中感染，共有1300多名在押人员新冠病毒检测呈阳性，其中4死亡	美国俄亥俄州监狱1300多名在押人员感染新冠病毒
zh	contradiction	随着新冠肺炎疫情的发展，各种饮食抗病毒的说法也愈演愈烈，这些 ... 茶叶研究针对的病毒并非新冠病毒，尚无科学依据其可抗新冠病毒，“喝茶能够预防新冠 ... 辛辣食物，可以杀死新冠病毒；口含姜片或者生蒜外出，可避免新冠病毒 ...	含姜片可以预防新冠病毒
zh	contradiction	新华社杭州1月26日电（记者商意盈、马剑）杭州市“冠状病毒肺炎”防控指挥部26日发布通报称，网上出现的关于“将有6万武汉人员从境外来杭”“杭州 ...	将有6万武汉人员来杭
zh	entailment	由于摩洛哥关闭所有国际航线，大批中国公民仍滞留摩洛哥	滞留摩洛哥的中国公民可通过我国驻摩洛哥大使馆网站登记信息 合理安排出行
zh	entailment	4月20日，武汉天河国际机场迎来了一场特殊的送机仪式	湖北送小龙虾登机：不仅包机 还有专属登机牌
zh	entailment	此外，政府还将向医疗、公共服务保障、军警等特定人群发放足够的口罩	意大利将对 15 万人免费展开血清抗体检测
zh	entailment	记者从商务部服贸司获悉， 一季度，受新冠肺炎疫情等因素影响，我国服务贸易规模下降，但贸易逆差延续了去年以来的缩小势头，结构有所改善	商务部：一季度服务贸易规模下降 但结构有所改善
zh	contradiction	的文章火遍全网，讲述了武汉地区一名已出现呼吸急促症状的新冠肺炎患者在接受蜂疗后，两分钟摘掉氧气瓶的故事。 看到文章后，《国际金融报》 ...	蜂疗能治愈新冠肺炎
zh	entailment	泰国国会主席兼众议院院长 川·立派：根据我们一直观察到的情况，我认为中国在抗击疫情的思路方法所取得的成效 ，是值得很多国家效仿的	泰国国会主席川·立派：中国抗疫成功经验值得各国学习
zh	entailment	沙特奥委会当地时间23日下午发表声明，称已向亚奥理事会提交了沙特首都利雅得申办2030年亚运会的文件	沙特正式宣布申办2030年亚运会
zh	contradiction	口罩在戶外配戴時毫無用處，就算是在室內，用處也不大。大多口罩在使用一兩次後就被污染了，重複戴同一枚口罩比不戴口罩更糟糕。因為從口鼻呼出 ...	比口罩更重要的是手套
zh	entailment	6月13日下午，四川省农产品流通协会向四川全省农批市场、协会下属农批市场联合会发出紧急倡议，倡议有冰鲜海鲜经营业态的市场，须紧急启动高级别的防控措施，实施封闭式管理，严控人员与车辆流动，严格落实登记、测温、消毒、排查等防疫工作	四川经营冰鲜海鲜市场紧急启动高级别防控
zh	contradiction	酒精浓度并非越高越好 ... 记：4酒1水比例法。4杯95%的酒精，与1杯蒸馏水或是煮开的凉水，稀释后就是浓度约76%的酒精，正是拥有最佳消毒效果。	酒精浓度越高，消毒效果越好
zh	contradiction	type mark quote bg-left bg-right. 丁香医生团队辟谣：真没必要用这样的方式去检查有没有肺炎. 有肺炎的话，你会 ...	深呼吸再憋十秒可测是否有肺炎
zh	entailment	望疫情早日结束，雷神山医院再无重启之时	雷神山医院关闭备用
zh	contradiction	在室内摆放去头去尾、不剥皮的洋葱，能吸附病菌，预防新冠肺炎”。近日，此类消息在微信朋友圈被不少网友转发。对此，广东省惠州市疾控专家 ...	洋葱可以预防新冠肺炎
zh	neutral	目前新冠病毒的主要传播方式仍以飞沫和接触传播为主，戴口罩、注意咳嗽礼仪和保持手卫生可有效预防病毒传播。虽然循环使用的地铁票污染病毒的 ...	地铁票会传播新冠病毒
zh	entailment	当地时间4月27日，泰国北部彭世洛府卫生局塔普密（Rattaphum Champhun）代理医师提醒民众，由于近期雨季将至，蚊虫孳生，在防控新冠肺炎疫情的同时也要当心感染登革热	泰国面临新冠肺炎疫情和登革热双重压力
zh	contradiction	丁香医生团队辟谣：洗热水澡也无法提升体内温度，不能对抗病毒，还可能会有生命危险。杀死新型冠状病毒 ...	用56℃的热水洗澡能对抗病毒
zh	contradiction	《健康甘肃》由：. 甘肃省卫生健康委员会. 甘肃省广电总台经济频道. 联合制作推出. 干手器不能有效杀死新型冠状病毒。为了防止感染新型冠状病毒，应该经常用含酒精 ...	干手器能在 30 秒内杀死新冠病毒
zh	contradiction	截至2020年2月24日上午9时，黑龙江省因疫情影响临时封闭的高速公路收费站，全部解除封闭，恢复通行。 据悉，这是黑龙江省坚决贯彻国家有关 ...	黑龙江省高速公路封闭
zh	neutral	卫生防疫专家强调，目前可以确定的新型冠状病毒感染的肺炎传播途径主要为直接传播、气溶胶传播和接触传播。	新冠病毒可通过气溶胶传播
zh	contradiction	浙江辟谣网据红网：网传每15分钟喝一口水保持喉咙湿润，即便不慎吸入了病毒，病毒大多会沿食道进入胃部，被胃酸杀死。专家表示，病毒感染与 ...	保持喉咙湿润可以预防病毒
zh	entailment	这是英国央行首次发布疫情封城影响可能性报告，报告称这一数字已经把英国央行和政府现在为企业提供的一系列空前的救助计划纳入考虑，目前英国政府支持企业的支出已升至80亿英镑	英国央行提出一种预测场景：英国GDP可能出现1706年以来最大下滑
zh	entailment	11日下午，在福建省立医院举办的5.12国际护士节庆祝大会上，200多名护士通过现场诵读或视频连线的方式，一起重温了南丁格尔誓言，并共同发起“纪念南丁格尔诞辰200周年”倡议书	国际护士节丨福建200余名护士重温南丁格尔誓言 致敬白衣天使
zh	entailment	③省内大专院校、中小学、中职学校、技工院校、幼儿园等继续延期开学	25日零时起湖北除武汉外解除离鄂通道管控
zh	entailment	一旦伦敦地区的重症监护病床濒临收治上限，会展中心将可在一个月内转型为“方舱医院”	英国筹建“方舱医院”收治新冠肺炎患者
zh	entailment	2020年2月19日国家卫生健康委员会发布了《新型冠状病毒肺炎诊疗方案（试行第六 ... 窘迫综合征、脓毒症休克、难以纠正的代谢性酸中毒和出凝血功能障碍”外，还可出现“多器官功能衰竭”。 ... 抗病毒治疗：删除“目前没有确认有效的抗新型冠状病毒治疗方法。 ... 建议在临床应用中进一步评价目前所试用药物的疗效。	目前还没有可防治新冠病毒的药物
zh	contradiction	目前市面上似乎已经买不到医用外科口罩了，N95这类的防护口罩已经涨到一只30元左右，能买到的就是朋友圈里的一只3.8元左右的一次性医用口罩，整整翻了快10 ...	买不到口罩可以自制
zh	contradiction	国家体育总局体育科学研究所研究员徐建方建议， ...	疫情期间大强度锻炼可提高抵抗力
zh	entailment	英国首相约翰逊此前表示，英国目前已基本满足放松管控的条件，计划从6月1日开始逐步实施放松严格管控的措施	疫情逐渐趋缓 欧洲多国宣布财政补贴和解封计划
zh	contradiction	燃烧艾叶烟熏，其精油成分挥发更彻底，不仅能抑制或杀灭房屋周围环境中的细菌和病毒，还可分布于人口鼻呼吸道中，能杀灭进入人的口鼻呼吸道中的 ...	熏艾可以预防新冠肺炎
zh	entailment	本批80万毫升悬浮红细胞和50个治疗单位的血小板严格按照储存和运输标准，从云南昆明血液中心送往湖北，将云南各族群众的爱心送到湖北抗疫一线	云南80万毫升爱心血液驰援湖北
zh	contradiction	如针对吃果蔬和肉蛋是否会感染新冠肺炎的问题，世卫组织解释称，“如果食物在制备过程中彻底烹饪和妥善处理，可以安全食用”。对于“买东西付现金 ...	吃果蔬和肉蛋会感染新冠病毒
zh	entailment	根据边境省份不同防控压力，分级组织内地医疗防控专家工作组到边境一线，支援和指导疫情防控、方舱医院建设、集中隔离点和定点医疗机构设置及患者救治工作	建方舱物资紧缺，数百名医护人员驰援边境口岸！
zh	contradiction	_. 适当多喝水是有好处，但不能预防新冠病毒 ...	多喝水多分泌粘液能防新冠病毒
zh	entailment	随着疫情防控形势逐渐向好，近日，位于湖北武汉的中国船舶武船集团北船重工4艘船同时开工建造	北船重工4艘船同时开工建造
zh	entailment	应巴勒斯坦政府邀请，6月10日上午，中国政府赴巴勒斯坦抗疫医疗专家组从重庆启程，赴巴协助开展疫情防控工作	中国政府赴巴勒斯坦抗疫医疗专家组今日启程
zh	contradiction	急救改用吸痰机，武汉一天疫情死亡人数减半”是谣言！ ... 自2月16日凌晨完成第一例新冠肺炎逝者遗体解剖之后，刘良与其团队至今已经获得了9例 ...	改用吸痰机后，武汉死亡人数减半
zh	entailment	连日来，北京多所学校陆续举行开学全要素模拟演练，为有序开学做最后的准备	北京高三下周开学 多校举行开学模拟演练
zh	entailment	据悉，这位女婴名叫萨玛，是目前摩洛哥年龄最小的新冠肺炎患者	摩洛哥年龄最小的新冠肺炎患者治愈出院
zh	neutral	广东卫视 · 通过APP关注. 2020-02-11 14:33 来源：澎湃新闻·澎湃号·媒体. 特别声明. 本文为媒体在澎湃新闻 ...	新冠病毒会通过下水道传播
zh	contradiction	2月16日，就网传中国科学院武汉病毒研究所2015年硕士毕业生黄燕玲是所谓最早感染新冠病毒的“零号病人”一事，记者采访了黄燕玲在武汉病毒 ...	零号病人是武汉病毒研究所研究生
zh	entailment	此外，在韩国南部城市大邱，一所幼儿园内出现了4岁儿童被确诊感染的情况	韩国最小确诊患者4岁
zh	neutral	文/ 周亦川编/ 袁月. 【搜狐健康】2月13日，南京医科大学附属苏州医院团队在Medrxiv网站发布了一项研究成果表明，受到新型冠状病毒感染的患者可能出现肾脏及睾丸 ...	新冠病毒可能伤睾丸和伤肾
zh	entailment	此外，西班牙政府计划制定一项法令以确保西班牙在6月21日有序结束国家紧急状态	西班牙7月将重开与法葡陆地边境
zh	entailment	2月11日，钟南山院士接受总台央视记者独家专访，回应了近日媒体报道“钟南山的最新论文发现新冠肺炎潜伏期最长可达24天”的问题。 钟南山：有关 ...	新冠肺炎潜伏期最长 24 天
zh	entailment	前往机场送行的菲律宾官员表示，中国专家的工作令菲方受益匪浅，希望未来两国可以开展更多合作，携手抗击疫情	国际社会：中国积极推动全球携手抗疫
zh	contradiction	辟谣：浙江大学医学院附属第一医院主任医师、浙江省援助武汉新冠肺炎医疗总队医疗队长喻成波称，病毒侵害的是 ...	喝 60℃ 的水可以杀死病毒
zh	entailment	美国政府近期提及5月1日或许可以成为美国复工起点	美国疫情指导意见到期 部分地区延长限制措施
zh	contradiction	2020-03-16 10:44. Your browser does not support the video tag. [编辑：王进] ...	盐水漱口能预防感染新冠病毒
zh	entailment	此外，对2月已核定的社保费，全部进行了核销处理；对免征企业社会保险费政策出台前已缴纳2月三项社保费的，经征求参保单位同意，实行退费或抵扣以后应缴费额	“新型冠状病毒感染的肺炎疫情防控工作”新闻发布会第五十六场
zh	entailment	中国的善举彰显了团结精神	毛里求斯总统：中国的支持彰显团结精神
zh	entailment	目前，包括俄亥俄州、田纳西州、阿肯色州、密歇根州和北卡罗莱纳州在内的多个州正在积极地对囚犯进行核酸检测，本周全美囚犯群体的感染预估率翻了3倍，预计将进一步上涨	美国密歇根州一监狱近650名囚犯确诊新冠肺炎
zh	entailment	世界银行累计向印度拨付新冠肺炎紧急贷款达20亿美元	世界银行再向印度提供10亿美元抗疫贷款
zh	contradiction	辟谣：千万别信！武汉市第六医院急诊科主任章希称，刺激性太强，可能还没杀死 ...	喝 60℃ 的水可以杀死病毒
zh	contradiction	一般情况下，公众外出回家后不需要专门洗头或消毒。人感染病毒需要一定的条件，比如飞沫中的病毒量、病毒活性等。目前研究显示病毒对紫外线和 ...	每次外出回家都需要洗头
zh	contradiction	洗热水澡是不能对抗新型冠状病毒的。经相关研究报道，新型冠状病毒需要在56℃高温下持续30分钟才可被 ...	用 56℃ 的热水洗澡能对抗病毒
zh	contradiction	【假】自来水采用上限标准加氯消毒，用水时最少静置两小时. 发布人：邓蕾 来源：美国普渡大学农业与生物系食品工程专业博士 发布时间：2020-02-07 13:08:26 点击数： ...	自来水采用上限标准加氯消毒
zh	contradiction	1首先，没有报道称“自来水中在允许的范围内加大了氯气的注入”。此前有传言称“南京自来水采用上限标准加氯消毒”，但南京市水务集团已辟谣，南京 ...	自来水采用上限标准加氯消毒
zh	entailment	22日其夫人已经康复出院	俄罗斯总统新闻秘书佩斯科夫康复出院
zh	contradiction	这种说法不可信，西瓜视频为您提供高清视频，画面清晰、播放流畅，看丰富、高质量视频就上西瓜视频。	桑拿、汗蒸能预防新冠病毒
zh	contradiction	这些传言都是假的！ 传递正确的知识和信息，.	电吹风对手和面部吹 30 秒能消毒
zh	entailment	目前追踪到密切接触者26928人，已解除医学观察26564人，尚有364人正在接受医学观察	湖南省新型冠状病毒肺炎疫情信息发布
zh	contradiction	谣言！	新冠肺炎病人的肺部损伤不可逆
zh	contradiction	其他相關具有抑制流感病毒的精油，還包括：佛手柑、萊姆、肉桂、檸檬、絲柏、尤加利（globulus、radiata、smithii等3種品種均可）、永久花、綠花白千層、 ...	精油芳疗可以预防新冠肺炎
zh	contradiction	2007年颁布的《处方管理办法》明确规定：医师应当根据医疗、预防、保健需要， ... 利巴韦林口服剂：除可用于用于呼吸道合胞病毒引起的病毒性肺炎与支气管炎之 ... 利巴韦林可导致心脏病和心肌梗死，具有心脏病史或明显的心脏病症状患者不可 ... 年龄大一点的患儿，可吃营养丰富、容易消化、清淡的食物，并多吃水果、蔬菜，多饮水。	吃利巴韦林可以预防新冠病毒
zh	contradiction	发布当天便有消息称，尸检报告“颠覆”现有治疗方案，使武汉死亡人数下降 ... 病理解剖结果，“急救改用吸痰机”，这导致了今天武汉的死亡人数减半。	改用吸痰机后，武汉死亡人数减半
zh	entailment	这架飞机此次的飞行任务是前往中国深圳运回新冠病毒实验室的设备，该设备价值250万美元，预计可在7到10天内安装完毕	菲律宾派军机军舰前往中国运回医疗物资
zh	entailment	他宣布，首都德黑兰地区的“低风险”行业将复工，而伊朗全国将于20日解除城镇间的旅行限制	亚洲多国加大检测力度，各地关闭非必要聚集场所
zh	entailment	此次演练包括进校、晨检、上课、课间、午餐、放学、消毒等七个板块，覆盖了学生在校的全部场景	北京高三下周开学 多校举行开学模拟演练
zh	entailment	广州市教育局返校复课协调会上，广州市教育局和卫健委相关负责人宣布可以按照国家标准佩戴口罩	​今天起，广州学生在校园内可不戴口罩
zh	contradiction	国家卫生健康委1月30日下午15时召开新闻发布会，介绍新型冠状病毒感染的肺炎疫情防控中的运输保障情况。 发布会现场图片来源：每经记者 张蕊 ...	武汉来的快递要拒收
zh	entailment	对于大多数欧洲人而言，“健康人不戴口罩”不仅是欧洲各国政府、科学家长期倡导的观念，更有深层次政治文化因素	强制戴口罩？欧洲人开始变了
zh	entailment	4月份以来，截至4月20日，共执行了临时航班11架次，协助在英国、美国、意大利、西班牙等国的2009名我国公民回国，其中包括留学生1734人	民航局：20架次临时航班接回境外中国公民
zh	entailment	比如，有中国政府官员表示，他们将在接下来几个月内研制出疫苗。 ... 在疫苗被批准广泛使用之前，需要满足许多安全标准，一些疫苗可能需要5年 ... 流程能够快速推进，新冠病毒的疫苗可能会在12-18个月内得到许可被广泛使用。	新冠病毒的疫苗研制要 18 个月
zh	neutral	要是下雪能把新型冠状病毒杀死，那全国人民天天求着下雪，还用得着科研人员和医生。病毒是传播在人体里，和下雪有什么关系，所以下雪杀死病毒，根本没科学依据 ...	下雪可以杀死病毒
zh	contradiction	... 等特殊保障部门人员必须驾车出行的，要予以保障，所有运输货物车辆不限行，警车属特种车辆不限行。	十堰为限行全城开启红灯
zh	entailment	封锁期间，航空、铁路、公路和地铁都将关闭	印度18日起将再实施两周全国封锁，铁路民航等仍停运
zh	entailment	根据韩国教育部门此前制定的防疫准则，高三学生及学校教职员工返校前均进行了包括测量体温在内的自我诊断，出现37.5度以上发烧等症状者不允许返校	韩国高三年级学生今起返校复课
zh	entailment	疫情发生以来，《新型冠状病毒肺炎诊疗方案》已“迭代”7版;在保障医疗质量安全的前提下，我省在全国率先将磷酸氯喹与乐复能用于患者救治，在全国较早开展康复者血浆治疗，开展应用间充质干细胞治疗重型、危重型患者，各种新的治疗方法积极应用，提升救治效果	治愈率99.6%是怎样做到的
zh	entailment	今天（18日）上午，天津初高中非毕业班以及小学四五六年级开始复课	天津初高中非毕业班以及小学高年级复课
zh	entailment	这一命令不适用于俄联邦外交人员，俄外交和领事机构的工作人员，拥有国际驾照的货运司机，轮船和铁路司乘人员等	俄罗斯将从30日起关闭所有陆上和水上边境
zh	contradiction	近日，随着新冠肺炎疫情的不断持续，有人在网络上利用钟南山院士的名义宣称多喝单枞茶能预防新冠肺炎，虽很快被证实是谣言，钟南山院士根本 ...	喝茶可以预防新冠病毒
zh	contradiction	流传内容：病毒可以用医用酒精杀灭，那全身上下喷洒酒精，是不是能起到消毒效果。鉴定结果：谣言要点：中国工程院院士李兰娟表示，不能这样做， ...	全身喷洒酒精可起到消毒效果
zh	contradiction	钟南山首篇论文出炉》的文章。该文章截取钟南山团队2月9日发表的论文 ...	烟民感染新冠病毒率远低于非烟民
zh	entailment	目前，宁波、温州已同意开行专列点对点输送农民工返岗，另有多列专车正在协调中	“新型冠状病毒感染的肺炎疫情防控工作”新闻发布会第五十六场
zh	entailment	2月至3月，全市已减免三项社保费4.57亿元，其中免征养老保险费4.33亿元，减免失业保险费1531.2万元、工伤保险费874万元	“新型冠状病毒感染的肺炎疫情防控工作”新闻发布会第五十六场
zh	contradiction	中药通用缓解症状布洛芬:退烧缓释用的发烧的要吃利巴韦林：轻症可以但是新冠有自动纠 ... 实验数据 武汉肺炎应对方略四十七--抗疟疾氯喹预防新冠病毒的实验数据	吃利巴韦林可以预防新冠病毒
zh	entailment	其中在日本本土因新冠肺炎死亡的有6人，在“钻石公主”号邮轮上死亡6人，共计死亡人数12人	日本新冠肺炎确诊达962人
zh	contradiction	近期有传言称：口罩喷酒精戴后，坐电梯遇84消毒会瞬间死亡。 这则传言是没有科学依据的。 首先，我们将从化学成分进行分析，消毒酒精的成分为 ...	口罩喷酒精遇 84 消毒瞬间死亡
zh	contradiction	一般情况下，公众外出回家后不需要专门洗头或消毒。人感染病毒需要一定的条件，比如飞沫中的病毒量、病毒活性等。目前研究显示病毒对紫外线和 ...	每次外出回家都需要洗头
zh	entailment	根据卫生部所公布，过去24小时内有3名患者被治愈，治愈总人数已达46人	黎巴嫩新冠肺炎确诊总人数上升至508人
zh	entailment	考察组通过对不同地点分离出的104株新冠病毒株进行全基因组测序，证实同源性达99.9%，提示病毒尚未发生明显的变异。患者平均年龄51岁，其中近 ...	新冠病毒尚未发生明显变异
zh	entailment	迈克尔·瑞安指出，如果美国有相关数据或证据，应表明是否或何时可以公开分享这些信息	世卫官员说基因序列证据表明病毒来源自然界，美国应拿出质疑证据
zh	entailment	在本地区大面积断航停航情况下，中欧班列1-4月开行数和发货量同比上升24%和27%，累计运送近8000吨抗疫物资，成为欧亚大陆之间名副其实的“生命之路”	王毅：中欧班列疫情期间开行提升24%，运送近8000吨防疫物资
